       1          4.7236621475          6.8363049116          1.3301104989          0.8687475220         -0.9537883865          0.8997989052
       2          3.7094034138          6.6980117865          0.4800232944         -0.3912862274          0.8802864609         -0.5586056108
       3          2.8076353045          5.5412109547          0.4290826049         -0.7157955490         -0.0009453339          0.2913049447
       4          3.4211983662          4.3173406763         -0.2955889191         -0.6162338348         -0.3500236923         -1.5205191329
       5          4.6013567171          3.8731150413          0.1510715955          1.2954171097          0.2159412560          0.7240954900

       1          4.7242659245          6.8288850756          1.3332750850          0.7149244537         -3.2355244308          3.6554849724
       2          3.6855169082          6.6902376127          0.5163209382          0.5963081688          5.0615127243         -6.5365617704
       3          2.7941884155          5.5311461191          0.4289360973         -2.1358844727         -2.4516808823          4.5941973239
       4          3.4113220534          4.3021434708         -0.2852046590         -0.2622465675         -0.1861292358         -2.8244590149
       5          4.6099148521          3.8822287459          0.1340979411          1.4649521423          0.4932459373          0.9448411006

       1          4.7251414289          6.8226428871          1.3342492826          1.4650289474         -5.4890128845          6.6118825985
       2          3.6607286682          6.6816418304          0.5554985195          0.7709682129          9.6934304443        -12.1495804602
       3          2.7812642279          5.5212202234          0.4272512571         -3.8673721329         -4.9229765732          8.9242570620
       4          3.4021237655          4.2866951923         -0.2733915550         -0.4285345314         -0.5105076630         -5.1116549517
       5          4.6176347389          3.8911247063          0.1162112535          2.5111389221          0.7904062683          1.6207534866

       1          4.7269631605          6.8171335077          1.3329090247          2.5605605148         -7.4678922714          9.2040247154
       2          3.6347137961          6.6731551695          0.5978024174          0.5918961388         14.4114694870        -17.3733826025
       3          2.7685219178          5.5119399319          0.4236119422         -5.6772821800         -7.1041681305         13.0353421721
       4          3.3930953169          4.2706434097         -0.2602003940         -0.6001831131         -0.9842902710         -6.8750939748
       5          4.6249886761          3.8998201814          0.0972558496          3.4400760712          0.8888813698          1.8761496166

       1          4.7293264761          6.8126094341          1.3295297804          4.0727760971         -9.4660658722         11.5172803879
       2          3.6076534891          6.6634903746          0.6448779331         -0.0780108871         19.1818745651        -21.3088668554
       3          2.7558532777          5.5035484362          0.4164483432         -7.6464223167         -9.1239638351         16.2428432174
       4          3.3850419784          4.2538068123         -0.2461212999         -0.5543216408         -1.8708877136         -8.8023998629
       5          4.6322400112          3.9086453085          0.0778122633          4.6635112152          1.1952084946          2.2276633137

       1          4.7323673763          6.8104470406          1.3236385527          6.1448763275        -10.8007594421         13.4069526657
       2          3.5794371977          6.6519468384          0.6984021311         -1.2957023148         23.8379383789        -23.4990689194
       3          2.7439398794          5.4967807217          0.4046320605         -9.7055205826        -10.7963783356         18.2299605278
