       1          0.0176627368
       2          0.0179417445
       3          0.0187611156
       4          0.0205242829
       5          0.0256250831
       6          0.0322292884
       7          0.0405519991
       8          0.0456620934
       9          0.0436414329
      10          0.0381185119
      11          0.0322567152
      12          0.0286654542
      13          0.0263292357
      14          0.0251969746

       1          0.0417905549
       2          0.0443002975
       3          0.0494770818
       4          0.0576910921
       5          0.0697143930
       6          0.0857493397
       7          0.1019929471
       8          0.1089708877
       9          0.0996423992
      10          0.0816295762
      11          0.0643867655
      12          0.0524822799
      13          0.0451387279
      14          0.0415760890

       1          0.0270951690
       2          0.0280808619
       3          0.0298676113
       4          0.0326788338
       5          0.0385834260
       6          0.0478392793
       7          0.0577005718
       8          0.0615845971
       9          0.0543363958
      10          0.0420792249
      11          0.0323654365
      12          0.0280102765
      13          0.0269809776
      14          0.0264449983

       1          0.0179757695
       2          0.0190023409
       3          0.0210202698
       4          0.0240642725
       5          0.0282296771
       6          0.0333919196
       7          0.0379338304
       8          0.0389568642
       9          0.0349483217
      10          0.0286890374
      11          0.0230005023
      12          0.0193495148
      13          0.0173363742
      14          0.0164845908

       1          0.0231145361
       2          0.0233173150
       3          0.0238024920
       4          0.0245864318
       5          0.0255736916
       6          0.0265148848
       7          0.0269931954
       8          0.0268111123
       9          0.0261046571
      10          0.0253291571
      11          0.0245141743
      12          0.0238065863
      13          0.0233402191
      14          0.0231371817

