       1          4.7236233130          6.8363087339          1.3300784094          0.8299129501         -0.9499660599          0.8677094334
       2          3.7094315333          6.6981089849          0.4798472925         -0.3631666634          0.9774849472         -0.7346074575
       3          2.8077601018          5.5412444324          0.4291080223         -0.5909982048          0.0325324493          0.3167223322
       4          3.4210876741          4.3172655745         -0.2954175943         -0.7269258591         -0.4251255447         -1.3491943434
       5          4.6012128792          3.8730432410          0.1509732369          1.1515791809          0.1441410240          0.6257369035

       1          4.7176539669          6.8228857574          1.3398733387         -0.8313330963         -0.7549425537          0.7444386993
       2          3.6842785025          6.6920023012          0.5096207531          0.8505024643         -0.2631987839         -1.2983468905
       3          2.7923447561          5.5258846912          0.4432392610          0.0045561264         -0.2797087616          0.8230610312
       4          3.4120003538          4.3052670326         -0.2876215988          0.4274538132          0.8674326233         -0.2800988100
       5          4.6113281803          3.8849072580          0.1340511013         -0.0397196869          0.0963580338         -0.1445987401

       1          4.7099638691          6.8109150429          1.3494779191         -1.4970309052         -0.6822571228          1.2883191017
       2          3.6582981353          6.6842836447          0.5414046977          1.7120352806         -0.4236553238         -2.6525023434
       3          2.7781205697          5.5096429405          0.4602325891         -0.1371302940         -0.9503594788          2.0582891256
       4          3.4021562352          4.2936609306         -0.2778569389          0.6368352180          1.6110306335         -0.6665388688
       5          4.6187731037          3.8945406375          0.1145848045         -0.2993962860          0.0821374931         -0.1531954800

       1          4.7028135872          6.7966796188          1.3574718328         -2.2051128113         -0.6191811646          1.8395327522
       2          3.6292729120          6.6757665911          0.5770074350          2.6089120255         -0.6506089279         -4.3180650358
       3          2.7627822428          5.4916370659          0.4774676345         -0.1851572250         -1.6105341125          3.5581344991
       4          3.3919857473          4.2801496935         -0.2670045972          0.6591473373          2.4518934891         -1.0364972466
       5          4.6254425850          3.9038008566          0.0940689308         -0.5140150085          0.0801565903         -0.1884692288

       1          4.7013564520          6.7780454121          1.3556317744         -3.6873480118         -0.4505879364          3.0792744255
       2          3.5956944723          6.6655532618          0.6187866166          3.2495723129         -1.5118382431         -7.0662834362
       3          2.7416640205          5.4719351482          0.4869391174          1.2923205383         -1.5917517609          5.8203174316
       4          3.3819226370          4.2621845369         -0.2567956649          0.4377369858          3.4978369339         -1.5726649363
       5          4.6324557285          3.9129819589          0.0726546627         -0.8550714691         -0.1134411339         -0.4595373099

       1          4.7093233862          6.7831594419          1.3375050220         -6.5202138077         -2.9784580521          4.9604220489
       2          3.5583784661          6.6652371893          0.6705899683          4.3094661293         -0.6583107071        -13.1694316763
       3          2.7192892623          5.4640215034          0.4660926421          3.1502622948         -1.6055965515         11.5925420689
       4          3.3736545105          4.2388447943         -0.2467859174          0.2629104980          4.5994942734         -3.1189173715
