       1          0.0176564444
       2          0.0171663501
       3          0.0178234813
       4          0.0187814462
       5          0.0204500488
       6          0.0277691294
       7          0.0418470153
       8          0.0607978517
       9          0.0463093905
      10          0.0318505697
      11          0.0314203194
      12          0.0270198694
      13          0.0250052358
      14          0.0242124971

       1          0.0394515589
       2          0.0417705191
       3          0.0467178627
       4          0.0545648580
       5          0.0638449017
       6          0.0808262626
       7          0.1075354685
       8          0.1421051641
       9          0.1053240232
      10          0.0747404807
      11          0.0578634381
      12          0.0487138967
      13          0.0418407113
      14          0.0381229319

       1          0.0259469929
       2          0.0274753552
       3          0.0292664071
       4          0.0303949644
       5          0.0315884649
       6          0.0421177978
       7          0.0613346406
       8          0.0866798629
       9          0.0558991116
      10          0.0329427577
      11          0.0234027308
      12          0.0278616943
      13          0.0261965074
      14          0.0259089791

       1          0.0169505735
       2          0.0180819484
       3          0.0200939213
       4          0.0229833709
       5          0.0267076871
       6          0.0321783958
       7          0.0416640975
       8          0.0483911164
       9          0.0358721108
      10          0.0263806177
      11          0.0204255454
      12          0.0179334280
      13          0.0161971667
      14          0.0158847512

       1          0.0230094088
       2          0.0229600870
       3          0.0234762585
       4          0.0243320303
       5          0.0254030812
       6          0.0268885660
       7          0.0284021116
       8          0.0259026527
       9          0.0264347908
      10          0.0250722401
      11          0.0244990604
      12          0.0234575361
      13          0.0230048651
      14          0.0230190475

