       1          4.7236437397          6.8363012772          1.3300495229          0.8503397003         -0.9574228394          0.8388228767
       2          3.7093911939          6.6980481024          0.4799438250         -0.4035061333          0.9166023788         -0.6380749935
       3          2.8077445683          5.5412284603          0.4290648864         -0.6065316521          0.0165603119          0.2735863912
       4          3.4210801773          4.3172164164         -0.2953839022         -0.7344226929         -0.4742836410         -1.3155021921
       5          4.6012688189          3.8731081095          0.1510114041          1.2075188553          0.2090094742          0.6639041418

       1          4.7185647564          6.8235433626          1.3391459007         -0.7800436066         -0.7771373825          0.7380007263
       2          3.6849004488          6.6927652569          0.5092140518          0.8272487991         -0.2178431183         -1.2655482169
       3          2.7928167329          5.5267443275          0.4416859998         -0.0445671165         -0.3200724548          0.8761998107
       4          3.4121905847          4.3050888891         -0.2879242768          0.4475846596          0.9277891220         -0.3750767692
       5          4.6113377094          3.8847323666          0.1343205301         -0.0343905731          0.0947665619         -0.1340698909

       1          4.7119728718          6.8118640280          1.3477757874         -1.6178282196         -0.8542720230          1.3127873535
       2          3.6596761312          6.6858848238          0.5404020297          1.7932312485         -0.5290762009         -2.7805703069
       3          2.7788807349          5.5115070896          0.4568101124         -0.0916650795         -0.7798103851          2.2832123571
       4          3.4025935392          4.2931443815         -0.2782476186          0.4875392380          1.6288815231         -0.7420186454
       5          4.6189966240          3.8942418208          0.1151069640         -0.1389760071          0.2003208122         -0.1388360079

       1          4.7060053463          6.7985018806          1.3549032941         -2.4636537018         -0.8177193542          1.7785940865
       2          3.6315622058          6.6782538452          0.5754997550          2.6330057915         -0.7375547852         -4.5691449751
       3          2.7638713937          5.4946123419          0.4720778334          0.0000936806         -1.4667581192          3.9333333545
       4          3.3928719196          4.2796642981         -0.2675563534          0.6334196320          2.6971980576         -1.0206534200
       5          4.6259027224          3.9034367008          0.0949811776         -0.5113776413          0.0159008209         -0.3250223775

       1          4.7050420895          6.7812072239          1.3545248833         -3.9427105377         -0.8581761078          3.0432832703
       2          3.5995431814          6.6689108896          0.6170475057          3.3162814194         -1.4449103745         -7.4421942636
       3          2.7437569222          5.4764457111          0.4802146939          1.3585222450         -1.5399888641          6.2396939039
       4          3.3832684288          4.2619575310         -0.2569841724          0.4837288025          3.6438309753         -1.6804724038
       5          4.6332267418          3.9126819682          0.0741636843         -0.7874582092          0.0595682121         -0.3500156572

       1          4.7129618654          6.7825031157          1.3378579361         -6.5789345749         -3.0392843460          5.0253361439
       2          3.5631622162          6.6662181540          0.6686447471          4.2518161865         -0.5976460464        -13.2297528620
       3          2.7216146903          5.4667623796          0.4628905739          3.1756903038         -1.4898203537         11.6254739188
       4          3.3747889504          4.2389631205         -0.2463937577          0.3724504433          4.5456204605         -3.1166577009
       5          4.6410199718          3.9214396825          0.0519510459         -0.8388281525          0.4148824837         -0.3965541421

       1          4.7262451639          6.8008284101          1.3254772217         -6.9621360825         -5.6714898514          7.3008217274
       2          3.5310586519          6.6677734909          0.7428642102          5.3932519241          2.8800909058        -18.7295897520
       3          2.7132876568          5.4731136293          0.4238319818          0.9594567841         -3.2587706589         16.1497818377
       4          3.3710059614          4.2130765762         -0.2274979934          0.7970614182          5.1479762329         -4.2409934394
       5          4.6518688993          3.9256040506          0.0279711610          0.1047993454          0.6163506363         -0.7027390454

       1          4.7472274265          6.8229516439          1.2981308329         -3.5762734711         -4.2272560562          7.4354329105
       2          3.5011811609          6.6500106182          0.8467755659          3.2431609268          5.5355182098        -14.7279341373
       3          2.7147335162          5.4877985735          0.3651056535         -0.9704837837         -3.2279265060         11.7442534648
       4          3.3667969894          4.1841064110         -0.1976521486          0.9383894409          2.0306109802         -2.6709485746
       5          4.6598727121          3.9175502839          0.0023559442          0.7791121353         -0.4301160912         -1.9169558222

       1          4.7598557215          6.8514418650          1.2454430599          0.4059214737          3.0773649673         -6.4924400787
       2          3.4748255787          6.5968973751          0.9810280204         -2.6237213104         -6.1361248932         14.7482203819
       3          2.7310140271          5.5187132835          0.2843299412          3.1319271187          6.3563835388        -13.0761588465
       4          3.3574429054          4.1606724329         -0.1550757539         -0.9551945740         -2.2716671005          5.9362461026
       5          4.6618698931          3.9112746267         -0.0224799643          0.5670930740         -1.4002732681         -1.3141642672

       1          4.7547107515          6.8552193308          1.2003836029         -2.4181484665          1.9677307877         -9.8066971424
       2          3.4629151249          6.5376756334          1.0687176745         -1.8049751068        -11.1209665695         16.4593744938
       3          2.7388004026          5.5434709673          0.2369303913          5.8228026413          9.3491672928        -14.0605087480
       4          3.3478366489          4.1559855633         -0.1211214607         -1.3403510590         -0.4915367218          7.0935392642
       5          4.6626033974          3.9360807757         -0.0305899097          0.3361973694         -0.1853242622         -0.0931097029

       1          4.7388838387          6.8583983479          1.1749363573         -0.1863613464          1.9504478546         -5.4657427403
       2          3.4579283643          6.4905527973          1.1257183356         -0.3960357231         -8.4424026825          9.8533356285
       3          2.7534524407          5.5605700426          0.2170395536          1.2976407387          5.2997426102        -10.0550463577
       4          3.3426741538          4.1565339527         -0.0961806200         -0.7971461952          0.7315527130          5.0472800217
       5          4.6625075388          3.9522471027         -0.0489733295          0.7038387955          0.0487027374          0.2101705177

       1          4.7098622999          6.8515444527          1.1759814181         -0.7804000809          0.8288526672         -3.0124818672
       2          3.4378472452          6.4476708403          1.1567394493         -0.9970547836         -5.2471597366          3.9341492626
       3          2.7411698246          5.5568554039          0.2014064406          3.1953246002          3.5905039001         -3.8442594141
       4          3.3323074775          4.1493443432         -0.0808380402         -0.7782225258          0.3699431854          2.4818598158
       5          4.6571034145          3.9653712931         -0.0685582599         -0.0627854645          0.1322930679          0.0349401047

       1          4.6873888130          6.8461049156          1.1861443295         -0.0930869812          0.4397156189         -1.6288704521
       2          3.4241220984          6.4167416668          1.1893951051         -0.5139015541         -3.0219332062          2.5083051235
       3          2.7305677114          5.5430956621          0.2199413432          1.4976113533          1.9740621170         -2.5871568117
       4          3.3271797948          4.1405124102         -0.0669417977         -0.2701052116          0.2931101639          1.2229023226
       5          4.6545102434          3.9745843110         -0.0897157446         -0.0478565842          0.0005110085          0.0193554115

       1          4.6677491913          6.8411308775          1.1974721630          0.1596912842          0.1959774948         -0.8914370380
       2          3.4121364036          6.3904593248          1.2174897621         -0.3417964394         -1.6031751633          1.3213620678
       3          2.7205244622          5.5296291733          0.2368234982          0.7488622231          0.9759732788         -1.5117018404
       4          3.3238597751          4.1318661108         -0.0536416396         -0.0405249336          0.1563108017          0.6470603876
       5          4.6522155132          3.9836179347         -0.1106833340          0.0564132294         -0.0154652962         -0.0467340451

       1          4.6486398859          6.8371376305          1.2090508873          1.1349859024          0.1458304626          0.0598873463
       2          3.4011166906          6.3677718868          1.2437985201         -0.1178093643         -0.1675131744          0.2739200882
       3          2.7122856851          5.5171997452          0.2553352836         -0.6222149376          0.4273451782         -0.5753164226
       4          3.3218663197          4.1254001541         -0.0397533961         -1.8533803436         -1.0995458862         -0.4240961382
       5          4.6476580944          3.9906311316         -0.1318251007          2.0691944061          0.3368316490          0.1498993099

