       1          0.0162443328
       2          0.0152514048
       3          0.0158156637
       4          0.0173399321
       5          0.0217095340
       6          0.0289964520
       7          0.0386323659
       8          0.0450101604
       9          0.0420943232
      10          0.0349809925
      11          0.0290338603
      12          0.0252785543
      13          0.0230269383
      14          0.0230625416

       1          0.0396569950
       2          0.0424095792
       3          0.0474764086
       4          0.0558320829
       5          0.0685424543
       6          0.0863949792
       7          0.1056771680
       8          0.1145219022
       9          0.1024498722
      10          0.0810363912
      11          0.0621865614
      12          0.0496249803
      13          0.0421019612
      14          0.0381668236

       1          0.0241770553
       2          0.0244833593
       3          0.0260033658
       4          0.0286784115
       5          0.0344170514
       6          0.0447520804
       7          0.0563638890
       8          0.0611088184
       9          0.0515174318
      10          0.0372297892
      11          0.0261200786
      12          0.0229187794
      13          0.0221743206
      14          0.0222982824

       1          0.0180827866
       2          0.0188057669
       3          0.0207210570
       4          0.0237377651
       5          0.0280302382
       6          0.0334689427
       7          0.0385592174
       8          0.0396936715
       9          0.0346769950
      10          0.0275919155
      11          0.0217985948
      12          0.0183873354
      13          0.0166599708
      14          0.0158417615

       1          0.0227664413
       2          0.0227526540
       3          0.0232063672
       4          0.0239741323
       5          0.0249694626
       6          0.0259665865
       7          0.0264240917
       8          0.0260798074
       9          0.0253878385
      10          0.0245610621
      11          0.0238390459
      12          0.0232617155
      13          0.0229024707
      14          0.0232994084

