       1          0.0128755700
       2          0.0125627647
       3          0.0125750447
       4          0.0134969551
       5          0.0169245659
       6          0.0245972964
       7          0.0355793328
       8          0.0435588685
       9          0.0401501259
      10          0.0316626752
      11          0.0253419953
      12          0.0219004951
      13          0.0203107693
      14          0.0198841585

       1          0.0401283684
       2          0.0420908405
       3          0.0463872186
       4          0.0539922926
       5          0.0665232431
       6          0.0855710835
       7          0.1078379497
       8          0.1188368233
       9          0.1041677666
      10          0.0793953342
      11          0.0593432072
      12          0.0471139997
      13          0.0404857884
      14          0.0375214879

       1          0.0209763410
       2          0.0212629191
       3          0.0220884646
       4          0.0241870507
       5          0.0294733991
       6          0.0402791357
       7          0.0535797531
       8          0.0590496897
       9          0.0469864736
      10          0.0307413850
      11          0.0193056429
      12          0.0173568905
      13          0.0172326789
      14          0.0171687068

       1          0.0185574059
       2          0.0193269423
       3          0.0208518843
       4          0.0234219163
       5          0.0274156375
       6          0.0328809841
       7          0.0383876530
       8          0.0396853149
       9          0.0339282767
      10          0.0263138670
      11          0.0207952120
      12          0.0178802594
      13          0.0166234261
      14          0.0162575042

       1          0.0220288882
       2          0.0222026263
       3          0.0226823944
       4          0.0234704094
       5          0.0244647579
       6          0.0253907317
       7          0.0257181593
       8          0.0251425169
       9          0.0244187997
      10          0.0237205676
      11          0.0231965133
      12          0.0227975020
      13          0.0225746186
      14          0.0225222378

