       1          0.0154779852
       2          0.0146013307
       3          0.0148667255
       4          0.0157558470
       5          0.0170029241
       6          0.0243213432
       7          0.0395146075
       8          0.0595007617
       9          0.0440878254
      10          0.0292293361
      11          0.0282550525
      12          0.0236097965
      13          0.0218025479
      14          0.0215532500

       1          0.0381402714
       2          0.0404870709
       3          0.0449598340
       4          0.0527761253
       5          0.0631520685
       6          0.0814159080
       7          0.1104363189
       8          0.1463114511
       9          0.1063207006
      10          0.0744009627
      11          0.0562760975
      12          0.0460686636
      13          0.0393346972
      14          0.0356947969

       1          0.0230574263
       2          0.0239859604
       3          0.0253021212
       4          0.0262781902
       5          0.0283717583
       6          0.0393198876
       7          0.0592275407
       8          0.0850594376
       9          0.0515396700
      10          0.0284007531
      11          0.0178872825
      12          0.0228982126
      13          0.0215838750
      14          0.0215949557

       1          0.0170610409
       2          0.0181464857
       3          0.0198576808
       4          0.0226340757
       5          0.0268568574
       6          0.0323611561
       7          0.0415837448
       8          0.0485497164
       9          0.0350323972
      10          0.0252484203
      11          0.0193930819
      12          0.0172405558
      13          0.0158931026
      14          0.0155814023

       1          0.0225315151
       2          0.0224448587
       3          0.0229242152
       4          0.0238090694
       5          0.0247333251
       6          0.0263712852
       7          0.0277536569
       8          0.0250237367
       9          0.0257204568
      10          0.0241166585
      11          0.0238528115
      12          0.0230290997
      13          0.0226703190
      14          0.0227086421

