       1          0.0144664949
       2          0.0133712927
       3          0.0132641655
       4          0.0137117366
       5          0.0145380111
       6          0.0216090963
       7          0.0378981859
       8          0.0605863343
       9          0.0431123767
      10          0.0279318221
      11          0.0258279247
      12          0.0217520488
      13          0.0203234846
      14          0.0205196964

       1          0.0380715745
       2          0.0400686054
       3          0.0440420577
       4          0.0512476125
       5          0.0617927910
       6          0.0804915580
       7          0.1121376530
       8          0.1524089139
       9          0.1072469186
      10          0.0730070642
      11          0.0541676549
      12          0.0442579482
      13          0.0380863382
      14          0.0351174774

       1          0.0219025250
       2          0.0222664157
       3          0.0232068844
       4          0.0238032549
       5          0.0259722559
       6          0.0367208176
       7          0.0583731447
       8          0.0865948876
       9          0.0488737581
      10          0.0245126565
      11          0.0143225268
      12          0.0200389249
      13          0.0194274412
      14          0.0193506812

       1          0.0171560949
       2          0.0184108121
       3          0.0198698722
       4          0.0221513195
       5          0.0266399054
       6          0.0320824912
       7          0.0418650171
       8          0.0493147011
       9          0.0345226165
      10          0.0244422607
      11          0.0187893191
      12          0.0166071465
      13          0.0158897623
      14          0.0157518853

       1          0.0221142075
       2          0.0221924668
       3          0.0227385180
       4          0.0233213017
       5          0.0247808362
       6          0.0259761268
       7          0.0276724653
       8          0.0243684074
       9          0.0252305397
      10          0.0237720904
      11          0.0234807467
      12          0.0226701690
      13          0.0226183963
      14          0.0225780922

