       1          4.7234854250          6.8364070349          1.3302315989          0.6920249954         -0.8516651260          1.0208988541
       2          3.7095102348          6.6979899502          0.4797891598         -0.2844651672          0.8584501801         -0.7927402252
       3          2.8077766042          5.5411766815          0.4290732346         -0.5744958244         -0.0352184814          0.2819346177
       4          3.4211135550          4.3172104101         -0.2954464234         -0.7010450455         -0.4802898819         -1.3780233518
       5          4.6012508039          3.8730583954          0.1510461198          1.1895039474          0.1592953857          0.6986197644

       1          4.7223912144          6.8260041323          1.3364668615         -0.9700856293         -1.7091677292          1.1505614864
       2          3.6853101330          6.6941450262          0.5113647862          1.0163329803          0.8564262070         -2.6045137923
       3          2.7933501806          5.5290373344          0.4356346695         -0.3757193741         -0.8344655579          1.9635694827
       4          3.4117516394          4.3029487534         -0.2876560762          0.5952393662          1.0608533569         -0.7579762227
       5          4.6110307980          3.8834843721          0.1347021214          0.1058979584          0.3481721390          0.1177213919

       1          4.7207646570          6.8166939287          1.3416358857         -2.1534429794         -2.5652712814          1.9478857155
       2          3.6608049569          6.6890010052          0.5447738094          2.0479569130          1.3545051727         -5.3565905670
       3          2.7795742087          5.5165552959          0.4417852831         -0.3701912636         -1.4418040558          4.4922831483
       4          3.4026797237          4.2884932890         -0.2776258108          0.8128237396          2.0390889938         -1.1936108318
       5          4.6192350893          3.8925669932          0.1165897693          0.0078893021          0.2753932365         -0.0913307111

       1          4.7207078495          6.8067715244          1.3441470385         -3.3628504974         -3.3088755707          2.9339384598
       2          3.6346144624          6.6838752041          0.5816023536          2.9605623756          1.7461040863         -8.4237464272
       3          2.7650286994          5.5040307732          0.4465699354         -0.2164006020         -2.0925268372          7.3605354410
       4          3.3938505569          4.2732148504         -0.2670282136          0.9581568504          3.0463504257         -2.1768136500
       5          4.6270226164          3.9015874829          0.0979752554         -0.0229836136          0.3386829292          0.1018554186

       1          4.7231135864          6.7968373756          1.3433071272         -4.6229135742         -4.1008243591          4.3610272373
       2          3.6066384301          6.6775612278          0.6241638600          3.7560301186          2.3078277985        -11.8586400366
       3          2.7489030571          5.4920697622          0.4458803807          0.2077570984         -2.3724377701         10.3806806901
       4          3.3857057657          4.2556543245         -0.2549687172          0.9562657242          3.5191245316         -3.0535172174
       5          4.6353073330          3.9108395391          0.0783723498          0.0666329926          0.4733390511         -0.0136502367

       1          4.7292822771          6.7929110775          1.3351880937         -5.6546228928         -5.4227225006          6.2645936623
       2          3.5758376760          6.6703570700          0.6759684782          4.2604760483          3.8583699692        -16.0934217972
       3          2.7317723012          5.4823042297          0.4353604754          0.5222011971         -2.5912702637         14.3379754210
       4          3.3775887356          4.2354538231         -0.2411392632          0.9423355804          3.3644230896         -4.5657632425
       5          4.6428166456          3.9182519603          0.0567338881          0.2508456223          0.5776602776         -0.0458118582

       1          4.7371365356          6.8000023251          1.3221332312         -5.2564643555         -6.9489749420          8.3180311630
       2          3.5416913042          6.6608600473          0.7452295718          4.1716042068          7.5672473404        -19.5115281807
       3          2.7188256125          5.4794728470          0.4071694526         -0.8993874550         -3.5885530151         17.2988526076
