       1          0.0121776919
       2          0.0107723902
       3          0.0102353907
       4          0.0102557463
       5          0.0109264481
       6          0.0168048982
       7          0.0325063609
       8          0.0560236322
       9          0.0388659111
      10          0.0251726033
      11          0.0214620864
      12          0.0193442702
      13          0.0185764968
      14          0.0194085846

       1          0.0399680942
       2          0.0417507777
       3          0.0454813973
       4          0.0513225730
       5          0.0606984745
       6          0.0778027457
       7          0.1092090894
       8          0.1502590954
       9          0.1044204480
      10          0.0703229260
      11          0.0524986151
      12          0.0442103655
      13          0.0394463907
      14          0.0368339957

       1          0.0199634133
       2          0.0195808257
       3          0.0197820224
       4          0.0200892411
       5          0.0223494257
       6          0.0311507182
       7          0.0520475993
       8          0.0798946586
       9          0.0415610698
      10          0.0172251872
      11          0.0084487843
      12          0.0143392306
      13          0.0144253991
      14          0.0145945640

       1          0.0187544615
       2          0.0197956138
       3          0.0205838271
       4          0.0228066031
       5          0.0257914760
       6          0.0307571611
       7          0.0395946600
       8          0.0467231593
       9          0.0323463068
      10          0.0231783186
      11          0.0188848092
      12          0.0175206995
      13          0.0165120418
      14          0.0167730394

       1          0.0217134879
       2          0.0218600481
       3          0.0221023741
       4          0.0232058394
       5          0.0240739857
       6          0.0253350718
       7          0.0268872851
       8          0.0233385634
       9          0.0238770167
      10          0.0231101092
      11          0.0229051674
      12          0.0225843264
      13          0.0223023193
      14          0.0224302188

