    1.0          0.0000000000
    2.0          0.0000338762
    3.0          0.0000798547
    4.0          0.0001265458
    5.0          0.0001860478
    6.0          0.0002413292
    7.0          0.0002808714
    8.0          0.0002868313
    9.0          0.0001851580
   10.0          0.0001015242
   11.0          0.0000519668
   12.0          0.0000033485
   13.0         -0.0000258476
   14.0         -0.0000466022
   15.0         -0.0000637684
