       1          0.0090225980
       2          0.0071531591
       3          0.0070482177
       4          0.0077415347
       5          0.0098886347
       6          0.0151617677
       7          0.0244222398
       8          0.0326198790
       9          0.0295429148
      10          0.0230272149
      11          0.0190568899
      12          0.0174196755
      13          0.0170021060
      14          0.0182572017

       1          0.0451729103
       2          0.0476828291
       3          0.0512541118
       4          0.0564947905
       5          0.0645461892
       6          0.0776792716
       7          0.0958871933
       8          0.1070294929
       9          0.0924846931
      10          0.0720069533
      11          0.0582773443
      12          0.0505544461
      13          0.0461371846
      14          0.0434282007

       1          0.0173712845
       2          0.0167664929
       3          0.0171161959
       4          0.0183440443
       5          0.0212833507
       6          0.0277679309
       7          0.0380016094
       8          0.0432987490
       9          0.0311945379
      10          0.0172391764
      11          0.0097752883
      12          0.0074788133
      13          0.0074855607
      14          0.0081761921

       1          0.0211292447
       2          0.0217742879
       3          0.0226976697
       4          0.0239282385
       5          0.0259458592
       6          0.0290700295
       7          0.0327459491
       8          0.0337500443
       9          0.0292069048
      10          0.0243297880
      11          0.0214153388
      12          0.0199186436
      13          0.0190308999
      14          0.0185120523

       1          0.0213889669
       2          0.0215850394
       3          0.0221176551
       4          0.0227512199
       5          0.0235290996
       6          0.0241981944
       7          0.0242155713
       8          0.0232496507
       9          0.0227202698
      10          0.0226038700
      11          0.0225516369
      12          0.0224055893
      13          0.0221859193
      14          0.0225216462

