    1.0          0.0000000000
    2.0          0.3270605782
    3.0          1.2490041469
    4.0          2.7151739479
    5.0          4.6803926404
    6.0          7.0393567844
    7.0          9.5436620945
    8.0         11.6122805894
    9.0         11.2977193537
   10.0          8.7570258652
   11.0          6.1550063510
   12.0          3.9685641032
   13.0          2.3370418577
   14.0          1.3316986768
   15.0          0.9871499115
 
    1.0          0.0000000000
    2.0          0.1131961977
    3.0          0.5026104147
    4.0          1.2080491850
    5.0          2.3120796135
    6.0          3.9164741181
    7.0          6.1367073166
    8.0          8.7799135142
    9.0          8.4462290662
   10.0          5.6383131844
   11.0          3.6363754319
   12.0          2.3126895945
   13.0          1.4905807324
   14.0          1.0554347878
   15.0          0.9363582026
 
    1.0          0.0000000000
    2.0          0.0573582934
    3.0          0.2814729033
    4.0          0.7220562893
    5.0          1.4918894571
    6.0          2.8052116373
    7.0          5.0041008243
    8.0          7.9805396596
    9.0          7.6849861972
   10.0          4.6513881744
   11.0          2.7631966495
   12.0          1.7747708070
   13.0          1.2883078852
   14.0          1.0614084066
   15.0          1.0106508330
 
    1.0          0.0000000000
    2.0          0.0357019008
    3.0          0.1777966258
    4.0          0.4768152101
    5.0          1.0643066299
    6.0          2.2263565644
    7.0          4.4310839087
    8.0          7.6038229116
    9.0          7.2585363894
   10.0          4.0576723827
   11.0          2.2128157235
   12.0          1.4083488260
   13.0          1.1022016381
   14.0          0.9613841860
   15.0          0.9346132637
 
    1.0          0.0000000000
    2.0          0.0265860167
    3.0          0.1345930202
    4.0          0.3639828836
    5.0          0.8478074724
    6.0          1.9158943970
    7.0          4.1044265315
    8.0          7.4432012151
    9.0          7.1376178126
   10.0          3.8168419053
   11.0          2.0097702726
   12.0          1.3294166748
   13.0          1.1050830130
   14.0          1.0077365317
   15.0          0.9948058686
 
    1.0          0.0000000000
    2.0          0.0157517672
    3.0          0.1015047774
    4.0          0.2834806744
    5.0          0.6997748592
    6.0          1.7687263637
    7.0          4.0418140924
    8.0          7.4034971810
    9.0          7.0361591882
   10.0          3.6548517033
   11.0          1.7611647714
   12.0          1.1177097634
   13.0          0.9359772844
   14.0          0.8640394463
   15.0          0.8587119925
 
    1.0          0.0000000000
    2.0          0.0113083882
    3.0          0.0805194851
    4.0          0.2306335248
    5.0          0.6039611356
    6.0          1.7026717408
    7.0          4.0578213403
    8.0          7.3954895619
    9.0          7.0999123666
   10.0          3.7400495349
   11.0          1.7384298081
   12.0          1.0746961522
   13.0          0.9163675583
   14.0          0.8543853667
   15.0          0.8524746274
 
    1.0          0.0000000000
    2.0          0.0070535115
    3.0          0.0629295756
    4.0          0.1884217014
    5.0          0.5244562753
    6.0          1.6135448420
    7.0          3.9592200560
    8.0          7.3639710319
    9.0          7.1766903657
   10.0          3.7916138575
   11.0          1.7821054492
   12.0          1.1371155278
   13.0          1.0079791244
   14.0          0.9593101945
   15.0          0.9604554699
 
    1.0          0.0000000000
    2.0          0.0094248820
    3.0          0.0618650671
    4.0          0.1768916375
    5.0          0.4983155336
    6.0          1.6205578108
    7.0          4.0065586520
    8.0          7.3678307949
    9.0          7.2186351113
   10.0          3.8661785466
   11.0          1.7770562420
   12.0          1.0879988806
   13.0          0.9686396956
   14.0          0.9298035975
   15.0          0.9361059893
 
    1.0          0.0000000000
    2.0          0.0054409784
    3.0          0.0489836916
    4.0          0.1442087393
    5.0          0.4425806671
    6.0          1.5785020039
    7.0          3.9698528431
    8.0          7.3246172410
    9.0          7.2103127667
   10.0          3.8480425757
   11.0          1.7189769376
   12.0          1.0094545615
   13.0          0.9061861507
   14.0          0.8711830601
   15.0          0.8777019406
 
