       1          0.0188801738
       2          0.0191679715
       3          0.0199765318
       4          0.0217516309
       5          0.0270362288
       6          0.0334717011
       7          0.0415225182
       8          0.0463862120
       9          0.0446661898
      10          0.0396166058
      11          0.0337129007
      12          0.0302601250
      13          0.0279983047
      14          0.0268713915

       1          0.0429332966
       2          0.0454132527
       3          0.0504448802
       4          0.0583302567
       5          0.0698490928
       6          0.0851439113
       7          0.1005237368
       8          0.1071217118
       9          0.0985393585
      10          0.0815490183
      11          0.0650304527
      12          0.0536941821
      13          0.0466868811
      14          0.0432755512

       1          0.0289065365
       2          0.0299132767
       3          0.0317128894
       4          0.0344364157
       5          0.0402873408
       6          0.0490229198
       7          0.0584859507
       8          0.0623271355
       9          0.0557061632
      10          0.0440153059
      11          0.0349569744
      12          0.0303774962
      13          0.0293350645
      14          0.0287966310

       1          0.0181413439
       2          0.0191755664
       3          0.0211525272
       4          0.0241097088
       5          0.0281880765
       6          0.0332778706
       7          0.0377317050
       8          0.0388115936
       9          0.0350902497
      10          0.0290428438
      11          0.0234387186
      12          0.0198368468
      13          0.0177892445
      14          0.0168476071

       1          0.0233733483
       2          0.0236056824
       3          0.0241043297
       4          0.0248912598
       5          0.0258876189
       6          0.0268232570
       7          0.0272853601
       8          0.0271067691
       9          0.0263720042
      10          0.0256380826
      11          0.0248314085
      12          0.0241182371
      13          0.0236092245
      14          0.0233438775

