       1          4.7235553532          6.8363590889          1.3301389380          0.7619531647         -0.8996111023          0.9282379501
       2          3.7094510498          6.6980693407          0.4798542060         -0.3436501953          0.9378407059         -0.7276939744
       3          2.8077870588          5.5412404308          0.4290780082         -0.5640411697          0.0285308319          0.2867081749
       4          3.4210794020          4.3172144127         -0.2953272824         -0.7351980301         -0.4762873108         -1.2588823989
       5          4.6012550058          3.8730647082          0.1509119800          1.1937058365          0.1656082329          0.5644799584

       1          4.7167291555          6.8222644157          1.3406468019         -0.8122444595         -0.6745842590          0.7585019485
       2          3.6836012607          6.6911537724          0.5101794829          0.8245606621         -0.2697276459         -1.1523170631
       3          2.7918811879          5.5249497576          0.4448116067          0.0542879158         -0.2828424240          0.7403067052
       4          3.4118061132          4.3053911648         -0.2874127408          0.3964132431          0.7428647797         -0.3778408266
       5          4.6113588924          3.8850999055          0.1338837804          0.0214924408          0.1327054909         -0.0719195653

       1          4.7080866642          6.8098787966          1.3511011043         -1.2985358002         -0.6841034225          1.1027042595
       2          3.6567618828          6.6828322229          0.5426598368          1.5485827820         -0.2130770615         -2.3257631713
       3          2.7773280492          5.5077719202          0.4634545745         -0.1660508171         -0.8700797958          1.8373745254
       4          3.4016260233          4.2939558172         -0.2772920263          0.5941232925          1.4237172226         -0.5812263112
       5          4.6185116444          3.8947899418          0.1139035419         -0.2952556366          0.0412417877         -0.2475580625

       1          4.6997932310          6.7950705318          1.3598753932         -2.0255689896         -0.4238681549          1.6508931522
       2          3.6269677839          6.6733618069          0.5787764708          2.5471839279         -0.4868931305         -3.8285292196
       3          2.7616344543          5.4886510611          0.4824880632         -0.2729457497         -1.6043389420          3.2338632162
       4          3.3910507669          4.2804664803         -0.2664557947          0.6108669449          2.2381802551         -0.9280946622
       5          4.6249840784          3.9041103396          0.0930021823         -0.5075215927         -0.0169603584         -0.3182176504

       1          4.6979354782          6.7755220394          1.3561467490         -3.4099217895         -0.1132605865          3.0833490196
       2          3.5919777765          6.6623353796          0.6202265460          3.1131765274         -1.5725203995         -6.7091539509
       3          2.7396741719          5.4674914150          0.4933080817          1.2335719246         -1.6627849762          5.5710816865
       4          3.3805834770          4.2624381905         -0.2568733693          0.4014770203          3.3807904602         -1.6579693063
       5          4.6315723572          3.9131168571          0.0711489075         -0.9016428223         -0.2043429482         -0.4640925435

       1          4.7056102772          6.7843864202          1.3378213561         -6.4180228241         -2.9814797501          4.8792560581
       2          3.5543986430          6.6649413919          0.6717590014          4.3629430168         -0.6370080551        -13.0525986258
       3          2.7176867738          5.4620061722          0.4691995509          2.9936737770         -1.7334278198         11.3861509267
       4          3.3726671920          4.2390507488         -0.2471501006          0.2604919823          4.7633488251         -3.0210006484
       5          4.6398283987          3.9231710858          0.0489278438         -0.7627012955          0.4222858345         -0.3413561542

       1          4.7240896025          6.8044614782          1.3274373648         -6.8972975296         -5.6664217667          7.1949648167
       2          3.5278735065          6.6704966707          0.7472137096          5.6195065460          2.4645707230        -18.6848904072
       3          2.7135641222          5.4734619694          0.4278250968          0.6429222000         -3.4153306244         15.9774967860
